"module";"topic";"question";"correct_answer";"options"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Quelle dépense relève d’une enveloppe 'variable' ?";"C";"{""A"": ""Remboursement de prêt"", ""B"": ""Internet"", ""C"": ""Restaurant"", ""D"": ""Loyer""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Une bonne méthode de budget doit :";"C";"{""A"": ""Supprimer les envies"", ""B"": ""Favoriser le surendettement"", ""C"": ""Être simple, claire et adaptable"", ""D"": ""Rester figée""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Les enveloppes permettent :";"B";"{""A"": ""D’acheter plus"", ""B"": ""De gérer l'argent par catégorie"", ""C"": ""D’obtenir un prêt"", ""D"": ""D’économiser sur les taxes""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"L’enveloppe 'loisirs' inclut :";"B";"{""A"": ""L’impôt"", ""B"": ""Les sorties et plaisirs personnels"", ""C"": ""Les assurances"", ""D"": ""Les dons obligatoires""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Les enveloppes sont utiles surtout pour :";"B";"{""A"": ""Les très riches"", ""B"": ""Les revenus fixes et modestes"", ""C"": ""Les investisseurs"", ""D"": ""Les retraités uniquement""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Que faire si une enveloppe est vide ?";"B";"{""A"": ""Piocher dans une autre sans réfléchir"", ""B"": ""Réévaluer ses dépenses"", ""C"": ""Augmenter son crédit"", ""D"": ""Ignorer les limites""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Un budget bien réparti aide à :";"A";"{""A"": ""Gérer les imprévus"", ""B"": ""Diminuer ses revenus"", ""C"": ""Dépenser sans limite"", ""D"": ""Augmenter son endettement""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Utiliser des pourcentages dans son budget permet :";"C";"{""A"": ""De tout investir"", ""B"": ""De faire plaisir à ses amis"", ""C"": ""De mieux répartir les dépenses"", ""D"": ""De payer plus d’impôts""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Quel poste est généralement prioritaire dans un budget ?";"B";"{""A"": ""Abonnements"", ""B"": ""Loyer"", ""C"": ""Shopping"", ""D"": ""Sorties""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Les besoins doivent représenter :";"B";"{""A"": ""100% du revenu"", ""B"": ""50% du revenu selon la méthode 50/30/20"", ""C"": ""0,3"", ""D"": ""0,2""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"La méthode des enveloppes permet :";"A";"{""A"": ""Une gestion visuelle de son argent"", ""B"": ""D’acheter des enveloppes"", ""C"": ""De cacher son épargne"", ""D"": ""D’augmenter les impôts""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Répartir ses revenus chaque mois permet :";"B";"{""A"": ""D’investir automatiquement"", ""B"": ""De limiter le découvert"", ""C"": ""De tout dépenser"", ""D"": ""D’éviter l’épargne""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Quelle méthode budgétaire est plus intuitive ?";"B";"{""A"": ""Tableur complexe"", ""B"": ""Enveloppes physiques"", ""C"": ""Graphique de bourse"", ""D"": ""Compte entreprise""}"
"👛 Gestion financière personnelle";"Utiliser un budget mensuel (méthodes 50/30/20, enveloppe…)";"Quel outil peut aider à gérer un budget 50/30/20 ?";"A";"{""A"": ""Application de budget"", ""B"": ""Calendrier lunaire"", ""C"": ""Publicité bancaire"", ""D"": ""Carte de crédit illimitée""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Arbitrer entre consommation et épargne signifie :";"B";"{""A"": ""Choisir uniquement l’un"", ""B"": ""Équilibrer ses dépenses et ses économies"", ""C"": ""Dépenser tout son salaire"", ""D"": ""Investir en actions""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"L’épargne permet :";"B";"{""A"": ""De dépenser plus immédiatement"", ""B"": ""De gérer les imprévus et préparer l’avenir"", ""C"": ""De réduire les impôts"", ""D"": ""De consommer davantage""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"La consommation différée est :";"C";"{""A"": ""Un crédit"", ""B"": ""Une dépense immédiate"", ""C"": ""Une épargne pour un achat futur"", ""D"": ""Une réduction""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Épargner avant d’acheter un bien est :";"B";"{""A"": ""Un acte de frustration"", ""B"": ""Une bonne habitude financière"", ""C"": ""Un réflexe rare"", ""D"": ""Un investissement risqué""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Pourquoi faut-il arbitrer ?";"B";"{""A"": ""Pour éviter les taxes"", ""B"": ""Pour équilibrer ses priorités financières"", ""C"": ""Pour dépenser plus vite"", ""D"": ""Pour mieux consommer""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Une dépense inutile est :";"C";"{""A"": ""Un besoin"", ""B"": ""Un plaisir réfléchi"", ""C"": ""Un achat superflu"", ""D"": ""Une dépense obligatoire""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"L’impulsion de consommation peut être réduite par :";"B";"{""A"": ""Le crédit à la consommation"", ""B"": ""L’épargne automatique"", ""C"": ""Les soldes"", ""D"": ""Les publicités""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Quel outil aide à arbitrer ?";"B";"{""A"": ""Le découvert bancaire"", ""B"": ""Le budget prévisionnel"", ""C"": ""La carte de fidélité"", ""D"": ""Le crédit renouvelable""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Un bon arbitrage dépend :";"B";"{""A"": ""Des promotions"", ""B"": ""Des besoins réels et des objectifs"", ""C"": ""De la météo"", ""D"": ""Des tendances""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Arbitrer, c’est aussi :";"C";"{""A"": ""Choisir des produits de luxe"", ""B"": ""Investir au hasard"", ""C"": ""Prioriser entre plaisir immédiat et objectifs futurs"", ""D"": ""Acheter à crédit""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"La règle 24h consiste à :";"B";"{""A"": ""Dépenser vite"", ""B"": ""Réfléchir 24h avant un achat non essentiel"", ""C"": ""Épargner 24 %"", ""D"": ""Acheter uniquement le week-end""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Une dépense prioritaire est :";"B";"{""A"": ""Le dernier smartphone"", ""B"": ""Le loyer"", ""C"": ""Une montre de luxe"", ""D"": ""Une console de jeux""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Épargner 20 % de ses revenus permet :";"B";"{""A"": ""De ne pas payer d’impôts"", ""B"": ""De préparer des projets"", ""C"": ""De consommer plus"", ""D"": ""D’obtenir un prêt""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"L’arbitrage est une compétence liée :";"B";"{""A"": ""Au hasard"", ""B"": ""À la discipline financière"", ""C"": ""Aux paris sportifs"", ""D"": ""Aux crédits à taux variable""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Quel comportement illustre un bon arbitrage ?";"B";"{""A"": ""Payer à crédit sans réfléchir"", ""B"": ""Planifier ses dépenses et épargnes"", ""C"": ""Suivre les publicités"", ""D"": ""Vivre au-dessus de ses moyens""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Un arbitrage efficace repose sur :";"B";"{""A"": ""Les envies du moment"", ""B"": ""Un plan de dépenses et d’épargne"", ""C"": ""Les réseaux sociaux"", ""D"": ""Les crédits disponibles""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Savoir arbitrer est utile pour :";"C";"{""A"": ""Augmenter son endettement"", ""B"": ""Réduire sa capacité d’épargne"", ""C"": ""Atteindre ses objectifs financiers"", ""D"": ""Dépenser au hasard""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"L’arbitrage concerne aussi :";"B";"{""A"": ""Les produits de luxe uniquement"", ""B"": ""Les petits achats du quotidien"", ""C"": ""Les dons à des amis"", ""D"": ""Les dépenses invisibles""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"Une personne qui épargne sans jamais consommer :";"B";"{""A"": ""Est équilibrée"", ""B"": ""Peut créer de la frustration"", ""C"": ""Vit pleinement"", ""D"": ""Respecte toutes ses envies""}"
"👛 Gestion financière personnelle";"Savoir arbitrer entre consommation et épargne";"L’épargne et la consommation doivent :";"C";"{""A"": ""Se contredire"", ""B"": ""Être mises en opposition"", ""C"": ""S’harmoniser dans une stratégie financière"", ""D"": ""Être égales""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Pourquoi créer un plan d’investissement personnel ?";"C";"{""A"": ""Pour imiter les autres"", ""B"": ""Pour investir au hasard"", ""C"": ""Pour atteindre ses objectifs financiers"", ""D"": ""Pour payer moins d’impôts""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Un bon plan commence par :";"B";"{""A"": ""Choisir une action"", ""B"": ""Évaluer sa situation financière"", ""C"": ""Ouvrir un compte en banque"", ""D"": ""Parier en Bourse""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Quel facteur détermine votre stratégie d’investissement ?";"B";"{""A"": ""La publicité"", ""B"": ""Votre profil de risque"", ""C"": ""Les tendances"", ""D"": ""Les conseils d’amis""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Investir selon ses objectifs permet :";"C";"{""A"": ""De suivre les modes"", ""B"": ""De sécuriser ses placements"", ""C"": ""D’agir avec logique et efficacité"", ""D"": ""De multiplier les risques""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Un horizon d’investissement est :";"C";"{""A"": ""Le taux de rendement"", ""B"": ""La date de naissance"", ""C"": ""La durée prévue pour l’investissement"", ""D"": ""Le nom de l’action choisie""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Quel type d’objectif privilégie un investissement long terme ?";"B";"{""A"": ""Acheter un café"", ""B"": ""Préparer la retraite"", ""C"": ""Payer une facture"", ""D"": ""Acheter un vêtement""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Une allocation d’actifs bien pensée implique :";"B";"{""A"": ""Mettre tout sur le même actif"", ""B"": ""Diversifier selon le profil"", ""C"": ""Suivre les voisins"", ""D"": ""Limiter les produits financiers""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"La diversification permet :";"B";"{""A"": ""D’augmenter les risques"", ""B"": ""De réduire l’exposition à un seul actif"", ""C"": ""De doubler les frais"", ""D"": ""D’éviter la fiscalité""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Quel outil aide à bâtir un plan ?";"B";"{""A"": ""Carte de crédit"", ""B"": ""Planificateur financier"", ""C"": ""Carte de fidélité"", ""D"": ""Publicité financière""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Un investisseur prudent choisira :";"B";"{""A"": ""Des produits très risqués"", ""B"": ""Des obligations ou fonds sécurisés"", ""C"": ""Des actions spéculatives"", ""D"": ""Des cryptos volatiles""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Le plan d’investissement doit être :";"B";"{""A"": ""Fixe à vie"", ""B"": ""Révisé régulièrement selon les objectifs"", ""C"": ""Totalement figé"", ""D"": ""Sans horizon clair""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Quelle proportion investir en actions pour un profil dynamique ?";"C";"{""A"": ""0,1"", ""B"": ""0,3"", ""C"": ""70 % ou plus"", ""D"": ""0""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Quel facteur n’est pas à prendre en compte ?";"C";"{""A"": ""Âge"", ""B"": ""Objectif"", ""C"": ""Couleur préférée"", ""D"": ""Durée d’investissement""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Un plan d’investissement doit être :";"A";"{""A"": ""Adapté à chacun"", ""B"": ""Générique"", ""C"": ""Le même pour tous"", ""D"": ""Inchangé quel que soit le contexte""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Investir sans plan, c’est :";"C";"{""A"": ""Optimisé"", ""B"": ""Structuré"", ""C"": ""Risque de décisions impulsives"", ""D"": ""Recommandé""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Un plan d’investissement personnel repose sur :";"B";"{""A"": ""Des jeux de hasard"", ""B"": ""Une analyse de sa situation et de ses buts"", ""C"": ""Les réseaux sociaux"", ""D"": ""Le sentiment du marché""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"L’assurance-vie peut faire partie :";"B";"{""A"": ""D’un plan de retraite uniquement"", ""B"": ""D’un plan d’investissement global"", ""C"": ""Des dettes"", ""D"": ""D’un prêt à court terme""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Quelle question poser avant d’investir ?";"B";"{""A"": ""Quel influenceur suivre ?"", ""B"": ""Quel est mon objectif et mon délai ?"", ""C"": ""Quelle loterie gagner ?"", ""D"": ""Quel jeu acheter ?""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Un plan doit tenir compte :";"A";"{""A"": ""Du revenu disponible"", ""B"": ""Des séries Netflix"", ""C"": ""Des envies du jour"", ""D"": ""Du climat politique uniquement""}"
"👛 Gestion financière personnelle";"Créer un plan d’investissement personnel";"Répartir entre plusieurs classes d’actifs :";"C";"{""A"": ""Augmente la volatilité"", ""B"": ""Est inutile"", ""C"": ""Renforce la résilience du portefeuille"", ""D"": ""Réduit tous les rendements""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Qu’est-ce qu’un biais cognitif ?";"B";"{""A"": ""Une stratégie de marché"", ""B"": ""Une erreur de jugement systématique"", ""C"": ""Un taux d’intérêt"", ""D"": ""Une donnée macroéconomique""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Le biais d’ancrage consiste à :";"B";"{""A"": ""Changer souvent d’avis"", ""B"": ""Se baser sur une information initiale, même obsolète"", ""C"": ""Réagir à la peur"", ""D"": ""Diversifier sans réfléchir""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Le biais de confirmation pousse à :";"C";"{""A"": ""Chercher des informations opposées"", ""B"": ""Confirmer les analyses d’un expert"", ""C"": ""Valider ce qu’on croit déjà"", ""D"": ""Ignorer les marchés""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"L’excès de confiance peut conduire à :";"B";"{""A"": ""Une meilleure diversification"", ""B"": ""Des erreurs de jugement et prises de risque inutiles"", ""C"": ""Moins d’investissement"", ""D"": ""Des économies fiscales""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"La panique en cas de baisse est un biais :";"B";"{""A"": ""Rationnel"", ""B"": ""Émotionnel"", ""C"": ""Statistique"", ""D"": ""Illogique""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Quel biais pousse à suivre la foule ?";"C";"{""A"": ""Biais d’ancrage"", ""B"": ""Biais de représentativité"", ""C"": ""Biais grégaire"", ""D"": ""Biais d’optimisme""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Le biais de statu quo pousse à :";"B";"{""A"": ""Changer souvent de portefeuille"", ""B"": ""Ne rien faire même quand c’est nécessaire"", ""C"": ""Investir plus"", ""D"": ""Réagir trop vite""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Quel biais mène à surestimer les événements récents ?";"A";"{""A"": ""Biais de récence"", ""B"": ""Biais d’autorité"", ""C"": ""Biais d’expertise"", ""D"": ""Biais d’ancrage""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Ignorer les pertes en pensant qu’elles vont se corriger seules est :";"C";"{""A"": ""Une stratégie"", ""B"": ""Un réflexe rationnel"", ""C"": ""Le biais de disposition"", ""D"": ""Un comportement professionnel""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Le biais de familiarité consiste à :";"A";"{""A"": ""Investir uniquement dans ce qu’on connaît"", ""B"": ""Diversifier massivement"", ""C"": ""Choisir les produits complexes"", ""D"": ""Ignorer les marchés locaux""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"L’effet de disposition est :";"B";"{""A"": ""Une méthode d’achat"", ""B"": ""La tendance à vendre les gagnants et garder les perdants"", ""C"": ""Un effet fiscal"", ""D"": ""Un type de dividende""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Le biais de représentativité mène à :";"B";"{""A"": ""Analyser objectivement les entreprises"", ""B"": ""Croire qu’une entreprise connue est toujours fiable"", ""C"": ""Ne pas investir"", ""D"": ""Diversifier prudemment""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Le biais d’optimisme exagéré peut pousser à :";"A";"{""A"": ""Sous-évaluer les risques"", ""B"": ""Refuser d’investir"", ""C"": ""Ne pas prendre de décisions"", ""D"": ""Éviter les profits""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Quel biais est exacerbé en période de volatilité ?";"B";"{""A"": ""Biais d’ancrage"", ""B"": ""Biais émotionnel"", ""C"": ""Biais fiscal"", ""D"": ""Biais de long terme""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Suivre une recommandation sans vérification est :";"B";"{""A"": ""Un bon réflexe"", ""B"": ""Un biais d’autorité"", ""C"": ""Une stratégie gagnante"", ""D"": ""Une méthode rationnelle""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Penser qu’on peut battre le marché sans preuve est :";"C";"{""A"": ""Un signe de prudence"", ""B"": ""Une stratégie diversifiée"", ""C"": ""Un excès de confiance"", ""D"": ""Un plan fiscal""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Le biais de récence consiste à :";"C";"{""A"": ""Donner plus d’importance aux données anciennes"", ""B"": ""Ignorer les tendances"", ""C"": ""Se focaliser sur les événements les plus récents"", ""D"": ""Analyser tout objectivement""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Quel biais nuit à la diversification ?";"B";"{""A"": ""Biais de confirmation"", ""B"": ""Biais de familiarité"", ""C"": ""Biais de récence"", ""D"": ""Biais d’autorité""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"Une prise de conscience des biais cognitifs permet :";"B";"{""A"": ""D’en créer d’autres"", ""B"": ""D’améliorer sa stratégie"", ""C"": ""D’augmenter les émotions"", ""D"": ""De perdre confiance""}"
"🧠 Comportement & psychologie";"Biais cognitifs en investissement";"L’éducation financière aide à :";"C";"{""A"": ""Renforcer les biais"", ""B"": ""Réagir impulsivement"", ""C"": ""Réduire les biais cognitifs"", ""D"": ""Éviter d’investir""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Pourquoi est-il important de gérer ses émotions en bourse ?";"B";"{""A"": ""Pour suivre les autres"", ""B"": ""Pour éviter les décisions irrationnelles"", ""C"": ""Pour copier les influenceurs"", ""D"": ""Pour payer moins d’impôts""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Quelle émotion peut conduire à vendre en panique ?";"B";"{""A"": ""La joie"", ""B"": ""La peur"", ""C"": ""La patience"", ""D"": ""La gratitude""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"L’euphorie en bourse pousse souvent à :";"C";"{""A"": ""La prudence"", ""B"": ""L’attente"", ""C"": ""Investir sans analyse"", ""D"": ""Ne rien faire""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Le stress boursier est amplifié par :";"C";"{""A"": ""Les livres de finance"", ""B"": ""La méditation"", ""C"": ""Les fluctuations quotidiennes"", ""D"": ""L’épargne""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"La peur de tout perdre pousse à :";"C";"{""A"": ""Garder son sang-froid"", ""B"": ""Investir davantage"", ""C"": ""Prendre des décisions impulsives"", ""D"": ""Acheter plus d’ETF""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Comment réagir à une forte volatilité ?";"B";"{""A"": ""Panique immédiate"", ""B"": ""Analyse rationnelle"", ""C"": ""Retrait sans réflexion"", ""D"": ""Achat compulsif""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Quelle méthode aide à garder le contrôle ?";"C";"{""A"": ""Rafraîchir les graphiques"", ""B"": ""Éviter tout investissement"", ""C"": ""Avoir une stratégie claire"", ""D"": ""Regarder les actualités toutes les heures""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Quel comportement est dangereux ?";"B";"{""A"": ""Rester calme"", ""B"": ""Réagir à chaud"", ""C"": ""Diversifier"", ""D"": ""Suivre un plan""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"La gestion des émotions repose sur :";"C";"{""A"": ""La chance"", ""B"": ""L’improvisation"", ""C"": ""La discipline"", ""D"": ""Le hasard""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Un investisseur serein :";"A";"{""A"": ""Suit son plan même en crise"", ""B"": ""Vend dès que ça baisse"", ""C"": ""Achète sur impulsion"", ""D"": ""Évite d’investir""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Quelle émotion pousse à garder un actif perdant ?";"C";"{""A"": ""La peur"", ""B"": ""La colère"", ""C"": ""L’espoir"", ""D"": ""L’euphorie""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Que faire après une perte importante ?";"B";"{""A"": ""Réinvestir tout de suite"", ""B"": ""Analyser la situation à froid"", ""C"": ""Se fier à son intuition"", ""D"": ""Abandonner définitivement""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Les émotions fortes peuvent entraîner :";"B";"{""A"": ""Une meilleure rentabilité"", ""B"": ""Des erreurs coûteuses"", ""C"": ""Plus de contrôle"", ""D"": ""Moins de risques""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Gérer ses émotions aide à :";"C";"{""A"": ""Diminuer la rentabilité"", ""B"": ""Investir à crédit"", ""C"": ""Prendre des décisions réfléchies"", ""D"": ""Éviter l’épargne""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Quel outil favorise une bonne gestion émotionnelle ?";"B";"{""A"": ""Les réseaux sociaux"", ""B"": ""Un plan d’investissement"", ""C"": ""Une carte de crédit"", ""D"": ""Des rumeurs""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Quelle attitude illustre une mauvaise gestion émotionnelle ?";"B";"{""A"": ""Prendre du recul"", ""B"": ""Suivre la panique collective"", ""C"": ""Respecter ses objectifs"", ""D"": ""Rester informé""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"La patience est :";"C";"{""A"": ""Un défaut"", ""B"": ""Un obstacle à la réussite"", ""C"": ""Une qualité précieuse en investissement"", ""D"": ""Un biais cognitif""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Un bon investisseur est capable de :";"B";"{""A"": ""Réagir au quart de tour"", ""B"": ""Agir avec discipline et sang-froid"", ""C"": ""Suivre le marché minute par minute"", ""D"": ""Investir sans objectifs""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Le contrôle émotionnel se développe par :";"A";"{""A"": ""L’expérience et la préparation"", ""B"": ""Les rumeurs"", ""C"": ""Le trading impulsif"", ""D"": ""Les effets de mode""}"
"🧠 Comportement & psychologie";"Gestion des émotions en bourse";"Une perte temporaire doit être :";"B";"{""A"": ""Un échec définitif"", ""B"": ""Acceptée et analysée objectivement"", ""C"": ""Ignorée"", ""D"": ""Amplifiée""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Que signifie FOMO ?";"A";"{""A"": ""Fear Of Missing Out"", ""B"": ""Fast Options Market Outlook"", ""C"": ""Future Of Market Optimism"", ""D"": ""Financial Options Management Objective""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Le FOMO pousse souvent à :";"B";"{""A"": ""Vendre trop tôt"", ""B"": ""Acheter sans analyse par peur de rater une opportunité"", ""C"": ""Épargner trop"", ""D"": ""Attendre indéfiniment""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Le FOMO est déclenché par :";"B";"{""A"": ""Une analyse rationnelle"", ""B"": ""La pression sociale et les réseaux"", ""C"": ""Une stratégie long terme"", ""D"": ""Une crise économique""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Quel comportement traduit le FOMO ?";"C";"{""A"": ""Suivre un plan d’investissement"", ""B"": ""Investir à contre-courant"", ""C"": ""Acheter au sommet d’un marché en euphorie"", ""D"": ""Réinvestir les dividendes""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Quelle émotion est liée au FOMO ?";"B";"{""A"": ""L’indifférence"", ""B"": ""La peur"", ""C"": ""La fierté"", ""D"": ""La gratitude""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Comment limiter le FOMO ?";"C";"{""A"": ""Investir au hasard"", ""B"": ""Consulter les tendances en ligne"", ""C"": ""Suivre une stratégie définie"", ""D"": ""Regarder les performances passées""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Le FOMO conduit souvent à :";"C";"{""A"": ""Des décisions rationnelles"", ""B"": ""Une gestion prudente"", ""C"": ""Des achats impulsifs"", ""D"": ""Une épargne renforcée""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Quand le FOMO est-il plus présent ?";"B";"{""A"": ""En période de crise"", ""B"": ""Lors d’un marché haussier très médiatisé"", ""C"": ""Pendant les publications fiscales"", ""D"": ""Après les dividendes""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Quel outil aide à réduire le FOMO ?";"B";"{""A"": ""Les influenceurs"", ""B"": ""Le plan d’investissement personnel"", ""C"": ""Les forums boursiers"", ""D"": ""Les chaînes de télévision""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Le FOMO est dangereux car :";"C";"{""A"": ""Il permet de gagner rapidement"", ""B"": ""Il pousse à investir trop peu"", ""C"": ""Il entraîne des décisions émotionnelles"", ""D"": ""Il augmente la rentabilité""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Un investisseur victime de FOMO :";"D";"{""A"": ""Analyse calmement les opportunités"", ""B"": ""Vend avant les hausses"", ""C"": ""S’éloigne des médias"", ""D"": ""Surenchérit sans réflexion""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Le FOMO peut être renforcé par :";"A";"{""A"": ""Les médias"", ""B"": ""Les dividendes"", ""C"": ""Les taux d’intérêt"", ""D"": ""La planification""}"
"🧠 Comportement & psychologie";"Le FOMO et la peur de rater une opportunité";"Quel comportement réduit le FOMO ?";"D";"{""A"": ""Sauter sur chaque opportunité"", ""B"": ""Suivre les modes"", ""C"": ""Ignorer son plan"", ""D"": ""Respecter ses objectifs""}"
